age,race,sex,income,prediction
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,<=50K,0.0
17,White,Male,>50K,1.0
18,Amer-Indian-Eskimo,Female,<=50K,0.0
18,Amer-Indian-Eskimo,Female,<=50K,0.0
18,Amer-Indian-Eskimo,Female,<=50K,0.0
18,Amer-Indian-Eskimo,Male,<=50K,0.0
18,Amer-Indian-Eskimo,Male,>50K,1.0
18,Amer-Indian-Eskimo,Male,>50K,1.0
18,Asian-Pac-Islander,Female,<=50K,0.0
18,Asian-Pac-Islander,Female,>50K,1.0
18,Asian-Pac-Islander,Female,>50K,1.0
18,Asian-Pac-Islander,Male,<=50K,0.0
18,Asian-Pac-Islander,Male,>50K,1.0
18,Asian-Pac-Islander,Male,>50K,1.0
18,Asian-Pac-Islander,Male,>50K,1.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,<=50K,0.0
18,Black,Female,>50K,1.0
18,Black,Female,>50K,1.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Black,Male,<=50K,0.0
18,Other,Female,<=50K,0.0
18,Other,Female,<=50K,0.0
18,Other,Female,<=50K,0.0
18,Other,Female,<=50K,0.0
18,Other,Male,<=50K,0.0
18,Other,Male,>50K,1.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,<=50K,0.0
18,White,Female,>50K,1.0
18,White,Female,>50K,1.0
18,White,Female,>50K,1.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
18,White,Male,<=50K,0.0
19,Amer-Indian-Eskimo,Female,<=50K,0.0
19,Amer-Indian-Eskimo,Female,<=50K,0.0
19,Asian-Pac-Islander,Female,<=50K,0.0
19,Asian-Pac-Islander,Female,<=50K,0.0
19,Asian-Pac-Islander,Female,>50K,1.0
19,Asian-Pac-Islander,Female,>50K,1.0
19,Asian-Pac-Islander,Male,<=50K,0.0
19,Asian-Pac-Islander,Male,<=50K,0.0
19,Asian-Pac-Islander,Male,>50K,1.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,<=50K,0.0
19,Black,Female,>50K,1.0
19,Black,Female,>50K,1.0
19,Black,Male,<=50K,0.0
19,Black,Male,<=50K,0.0
19,Black,Male,<=50K,0.0
19,Black,Male,<=50K,0.0
19,Black,Male,<=50K,0.0
19,Black,Male,<=50K,0.0
19,Black,Male,<=50K,0.0
19,Other,Female,<=50K,0.0
19,Other,Female,<=50K,0.0
19,Other,Female,<=50K,0.0
19,Other,Female,<=50K,0.0
19,Other,Male,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,<=50K,0.0
19,White,Female,>50K,1.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,<=50K,0.0
19,White,Male,>50K,1.0
19,White,Male,>50K,1.0
19,White,Male,>50K,1.0
19,White,Male,>50K,1.0
19,White,Male,>50K,1.0
20,Amer-Indian-Eskimo,Female,<=50K,0.0
20,Amer-Indian-Eskimo,Female,>50K,1.0
20,Amer-Indian-Eskimo,Female,>50K,1.0
20,Amer-Indian-Eskimo,Female,>50K,1.0
20,Amer-Indian-Eskimo,Male,<=50K,0.0
20,Amer-Indian-Eskimo,Male,<=50K,0.0
20,Amer-Indian-Eskimo,Male,<=50K,0.0
20,Amer-Indian-Eskimo,Male,>50K,1.0
20,Asian-Pac-Islander,Female,<=50K,0.0
20,Asian-Pac-Islander,Female,<=50K,0.0
20,Asian-Pac-Islander,Female,<=50K,0.0
20,Asian-Pac-Islander,Female,<=50K,0.0
20,Asian-Pac-Islander,Female,<=50K,0.0
20,Asian-Pac-Islander,Female,<=50K,0.0
20,Asian-Pac-Islander,Male,<=50K,0.0
20,Asian-Pac-Islander,Male,>50K,1.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,<=50K,0.0
20,Black,Female,>50K,1.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,<=50K,0.0
20,Black,Male,>50K,1.0
20,Black,Male,>50K,1.0
20,Other,Female,<=50K,0.0
20,Other,Female,>50K,1.0
20,Other,Male,<=50K,0.0
20,Other,Male,<=50K,0.0
20,Other,Male,<=50K,0.0
20,Other,Male,<=50K,0.0
20,Other,Male,>50K,1.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Female,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
20,White,Male,<=50K,0.0
21,Amer-Indian-Eskimo,Female,<=50K,0.0
21,Amer-Indian-Eskimo,Female,<=50K,0.0
21,Amer-Indian-Eskimo,Female,<=50K,0.0
